# Wavelength [nm], Sun Spectrum [W/m2/nm]
7.650000000000000000e+02,1.221000000000000085e+00
7.670000000000000000e+02,1.185000000000000053e+00
7.690000000000000000e+02,1.203000000000000069e+00
7.710000000000000000e+02,1.203999999999999959e+00
7.730000000000000000e+02,1.207999999999999963e+00
7.750000000000000000e+02,1.187999999999999945e+00
7.770000000000000000e+02,1.195999999999999952e+00
7.790000000000000000e+02,1.187000000000000055e+00
7.810000000000000000e+02,1.187000000000000055e+00
7.830000000000000000e+02,1.175999999999999934e+00
7.850000000000000000e+02,1.179999999999999938e+00
7.870000000000000000e+02,1.177000000000000046e+00
7.890000000000000000e+02,1.173999999999999932e+00
7.910000000000000000e+02,1.157999999999999918e+00
7.930000000000000000e+02,1.143000000000000016e+00
7.950000000000000000e+02,1.133999999999999897e+00
7.970000000000000000e+02,1.151999999999999913e+00
7.990000000000000000e+02,1.135000000000000009e+00
8.010000000000000000e+02,1.141999999999999904e+00
8.030000000000000000e+02,1.129000000000000004e+00
8.050000000000000000e+02,1.114999999999999991e+00
8.070000000000000000e+02,1.120000000000000107e+00
8.090000000000000000e+02,1.094999999999999973e+00
8.110000000000000000e+02,1.114000000000000101e+00
8.130000000000000000e+02,1.114999999999999991e+00
8.150000000000000000e+02,1.106999999999999984e+00
8.170000000000000000e+02,1.104000000000000092e+00
8.190000000000000000e+02,1.062999999999999945e+00
8.210000000000000000e+02,1.080000000000000071e+00
8.230000000000000000e+02,1.072999999999999954e+00
8.250000000000000000e+02,1.074999999999999956e+00
8.260000000000000000e+02,1.080000000000000071e+00
8.280000000000000000e+02,1.080999999999999961e+00
8.300000000000000000e+02,1.062999999999999945e+00
8.320000000000000000e+02,1.050999999999999934e+00
8.340000000000000000e+02,1.040999999999999925e+00
8.360000000000000000e+02,1.052000000000000046e+00
8.380000000000000000e+02,1.044000000000000039e+00
8.400000000000000000e+02,1.040000000000000036e+00
8.420000000000000000e+02,1.036000000000000032e+00
8.440000000000000000e+02,1.024000000000000021e+00
8.460000000000000000e+02,1.028000000000000025e+00
8.480000000000000000e+02,1.022999999999999909e+00
8.500000000000000000e+02,9.659999999999999698e-01
8.520000000000000000e+02,9.960999999999999854e-01
8.540000000000000000e+02,8.780000000000000027e-01
8.560000000000000000e+02,9.755000000000000338e-01
8.580000000000000000e+02,1.004999999999999893e+00
8.600000000000000000e+02,9.969000000000000083e-01
8.620000000000000000e+02,9.949000000000000066e-01
8.640000000000000000e+02,9.992999999999999661e-01
8.660000000000000000e+02,8.861999999999999877e-01
8.680000000000000000e+02,9.395000000000000018e-01
8.700000000000000000e+02,9.747000000000000108e-01
8.720000000000000000e+02,9.832999999999999519e-01
8.740000000000000000e+02,9.713000000000000522e-01
8.760000000000000000e+02,9.639999999999999680e-01
8.780000000000000000e+02,9.748999999999999888e-01
8.800000000000000000e+02,9.554000000000000270e-01
8.820000000000000000e+02,9.510999999999999455e-01
8.840000000000000000e+02,9.578999999999999737e-01
8.860000000000000000e+02,9.383000000000000229e-01
8.880000000000000000e+02,9.443000000000000282e-01
8.900000000000000000e+02,9.529999999999999583e-01
8.920000000000000000e+02,9.394000000000000128e-01
8.940000000000000000e+02,9.332000000000000295e-01
8.960000000000000000e+02,9.386999999999999789e-01
8.980000000000000000e+02,9.338999999999999524e-01
9.000000000000000000e+02,9.157999999999999474e-01
9.020000000000000000e+02,8.915999999999999481e-01
9.040000000000000000e+02,9.284999999999999920e-01
9.060000000000000000e+02,9.175999999999999712e-01
9.080000000000000000e+02,9.024999999999999689e-01
9.100000000000000000e+02,8.915999999999999481e-01
9.120000000000000000e+02,8.967000000000000526e-01
9.140000000000000000e+02,9.071000000000000174e-01
9.160000000000000000e+02,9.003999999999999782e-01
9.180000000000000000e+02,8.951000000000000068e-01
9.200000000000000000e+02,8.908000000000000362e-01
9.220000000000000000e+02,8.629999999999999893e-01
9.240000000000000000e+02,8.585000000000000409e-01
9.260000000000000000e+02,8.611999999999999655e-01
9.280000000000000000e+02,8.769000000000000128e-01
9.300000000000000000e+02,8.677000000000000268e-01
9.320000000000000000e+02,8.650999999999999801e-01
9.340000000000000000e+02,8.640999999999999792e-01
9.360000000000000000e+02,8.547000000000000153e-01
9.380000000000000000e+02,8.579999999999999849e-01
9.400000000000000000e+02,8.437999999999999945e-01
9.420000000000000000e+02,8.249999999999999556e-01
9.440000000000000000e+02,8.324000000000000288e-01
9.460000000000000000e+02,8.375000000000000222e-01
9.480000000000000000e+02,8.407000000000000028e-01
9.500000000000000000e+02,8.368999999999999773e-01
9.520000000000000000e+02,8.316999999999999948e-01
9.540000000000000000e+02,8.080000000000000515e-01
9.560000000000000000e+02,8.082000000000000295e-01
9.580000000000000000e+02,8.187999999999999723e-01
9.600000000000000000e+02,8.151000000000000467e-01
9.620000000000000000e+02,8.088999999999999524e-01
9.640000000000000000e+02,8.013000000000000123e-01
9.660000000000000000e+02,7.946999999999999620e-01
9.680000000000000000e+02,7.969000000000000528e-01
9.700000000000000000e+02,7.959000000000000519e-01
9.720000000000000000e+02,7.935999999999999721e-01
9.740000000000000000e+02,7.814999999999999725e-01
9.760000000000000000e+02,7.824999999999999734e-01
9.780000000000000000e+02,7.779000000000000359e-01
9.800000000000000000e+02,7.745999999999999552e-01
9.820000000000000000e+02,7.763999999999999790e-01
9.840000000000000000e+02,7.698000000000000398e-01
9.860000000000000000e+02,7.661000000000000032e-01
9.880000000000000000e+02,7.614999999999999547e-01
9.900000000000000000e+02,7.540999999999999925e-01
9.920000000000000000e+02,7.567000000000000393e-01
9.940000000000000000e+02,7.556000000000000494e-01
9.960000000000000000e+02,7.524999999999999467e-01
9.980000000000000000e+02,7.510000000000000009e-01
1.000000000000000000e+03,7.479000000000000092e-01
1.002000000000000000e+03,7.469000000000000083e-01
1.004000000000000000e+03,7.260999999999999677e-01
1.006000000000000000e+03,7.136000000000000121e-01
1.008000000000000000e+03,7.335000000000000409e-01
1.010000000000000000e+03,7.312999999999999501e-01
1.012000000000000000e+03,7.261999999999999567e-01
1.014000000000000000e+03,7.209999999999999742e-01
1.016000000000000000e+03,7.138999999999999790e-01
1.018000000000000000e+03,7.106999999999999984e-01
1.020000000000000000e+03,7.040999999999999481e-01
1.022000000000000000e+03,7.020999999999999464e-01
1.024000000000000000e+03,7.054000000000000270e-01
1.026000000000000000e+03,7.026999999999999913e-01
1.028000000000000000e+03,6.988999999999999657e-01
1.030000000000000000e+03,6.936999999999999833e-01
1.032000000000000000e+03,6.905000000000000027e-01
1.034000000000000000e+03,6.816999999999999726e-01
1.036000000000000000e+03,6.840000000000000524e-01
1.038000000000000000e+03,6.772000000000000242e-01
1.040000000000000000e+03,6.761000000000000343e-01
1.042000000000000000e+03,6.745999999999999774e-01
1.044000000000000000e+03,6.713999999999999968e-01
1.046000000000000000e+03,6.600000000000000311e-01
1.048000000000000000e+03,6.643999999999999906e-01
1.050000000000000000e+03,6.622000000000000108e-01
1.052000000000000000e+03,6.585999999999999632e-01
1.054000000000000000e+03,6.549000000000000377e-01
1.056000000000000000e+03,6.556999999999999496e-01
1.058000000000000000e+03,6.451000000000000068e-01
1.060000000000000000e+03,6.414999999999999591e-01
1.062000000000000000e+03,6.438000000000000389e-01
1.064000000000000000e+03,6.459000000000000297e-01
1.066000000000000000e+03,6.394999999999999574e-01
1.068000000000000000e+03,6.317000000000000393e-01
1.070000000000000000e+03,6.240999999999999881e-01
1.072000000000000000e+03,6.326000000000000512e-01
1.074000000000000000e+03,6.276000000000000467e-01
1.076000000000000000e+03,6.280000000000000027e-01
1.078000000000000000e+03,6.271999999999999797e-01
1.080000000000000000e+03,6.247000000000000330e-01
1.082000000000000000e+03,6.098999999999999977e-01
1.084000000000000000e+03,6.179999999999999938e-01
1.086000000000000000e+03,6.208000000000000185e-01
1.088000000000000000e+03,6.102999999999999536e-01
1.090000000000000000e+03,6.199000000000000066e-01
1.092000000000000000e+03,6.159000000000000030e-01
1.094000000000000000e+03,5.848999999999999755e-01
1.096000000000000000e+03,5.983000000000000540e-01
1.098000000000000000e+03,5.960999999999999632e-01
1.100000000000000000e+03,6.041999999999999593e-01
1.102000000000000000e+03,5.931999999999999496e-01
1.104000000000000000e+03,5.974000000000000421e-01
1.106000000000000000e+03,5.945000000000000284e-01
1.108000000000000000e+03,5.916000000000000147e-01
1.110000000000000000e+03,5.906000000000000139e-01
1.112000000000000000e+03,5.843000000000000416e-01
1.114000000000000000e+03,5.844000000000000306e-01
1.116000000000000000e+03,5.830999999999999517e-01
1.118000000000000000e+03,5.815000000000000169e-01
1.120000000000000000e+03,5.741000000000000547e-01
1.122000000000000000e+03,5.796000000000000041e-01
1.124000000000000000e+03,5.768999999999999684e-01
1.126000000000000000e+03,5.655000000000000027e-01
1.128000000000000000e+03,5.699999999999999512e-01
1.130000000000000000e+03,5.653000000000000247e-01
1.132000000000000000e+03,5.677999999999999714e-01
1.134000000000000000e+03,5.637999999999999678e-01
1.136000000000000000e+03,5.657999999999999696e-01
1.138000000000000000e+03,5.568999999999999506e-01
1.140000000000000000e+03,5.530000000000000471e-01
1.142000000000000000e+03,5.531000000000000361e-01
1.144000000000000000e+03,5.514000000000000012e-01
1.146000000000000000e+03,5.547999999999999599e-01
1.148000000000000000e+03,5.524999999999999911e-01
1.150000000000000000e+03,5.489000000000000545e-01
1.152000000000000000e+03,5.457999999999999519e-01
1.154000000000000000e+03,5.479000000000000536e-01
1.156000000000000000e+03,5.454999999999999849e-01
1.158000000000000000e+03,5.434999999999999831e-01
1.160000000000000000e+03,5.320000000000000284e-01
1.162000000000000000e+03,5.324999999999999734e-01
1.164000000000000000e+03,5.332000000000000073e-01
1.166000000000000000e+03,5.302999999999999936e-01
1.168000000000000000e+03,5.312000000000000055e-01
1.170000000000000000e+03,5.275999999999999579e-01
1.172000000000000000e+03,5.314999999999999725e-01
1.174000000000000000e+03,5.272999999999999909e-01
1.176000000000000000e+03,5.183999999999999719e-01
1.178000000000000000e+03,5.190000000000000169e-01
1.180000000000000000e+03,5.239000000000000323e-01
1.182000000000000000e+03,5.159000000000000252e-01
1.184000000000000000e+03,5.102999999999999758e-01
1.186000000000000000e+03,5.187000000000000499e-01
1.188000000000000000e+03,5.074999999999999512e-01
1.190000000000000000e+03,5.084999999999999520e-01
1.192000000000000000e+03,5.161000000000000032e-01
1.194000000000000000e+03,5.144999999999999574e-01
1.196000000000000000e+03,5.083999999999999631e-01
1.198000000000000000e+03,4.943000000000000171e-01
1.200000000000000000e+03,5.002999999999999670e-01
1.202000000000000000e+03,5.068000000000000282e-01
1.204000000000000000e+03,4.948000000000000176e-01
1.206000000000000000e+03,5.039000000000000146e-01
1.208000000000000000e+03,4.889999999999999902e-01
1.210000000000000000e+03,4.882000000000000228e-01
1.212000000000000000e+03,4.933000000000000163e-01
1.214000000000000000e+03,4.941999999999999726e-01
1.216000000000000000e+03,4.929999999999999938e-01
1.218000000000000000e+03,4.897000000000000242e-01
1.220000000000000000e+03,4.874999999999999889e-01
1.222000000000000000e+03,4.853999999999999981e-01
1.224000000000000000e+03,4.845999999999999752e-01
1.226000000000000000e+03,4.817000000000000171e-01
1.228000000000000000e+03,4.771000000000000241e-01
1.230000000000000000e+03,4.792000000000000148e-01
1.232000000000000000e+03,4.749999999999999778e-01
1.234000000000000000e+03,4.728999999999999870e-01
1.236000000000000000e+03,4.718999999999999861e-01
1.238000000000000000e+03,4.702999999999999958e-01
1.240000000000000000e+03,4.652999999999999914e-01
1.242000000000000000e+03,4.642000000000000015e-01
1.244000000000000000e+03,4.618999999999999773e-01
1.246000000000000000e+03,4.635000000000000231e-01
1.248000000000000000e+03,4.632999999999999896e-01
1.250000000000000000e+03,4.623999999999999777e-01
1.252000000000000000e+03,4.571000000000000063e-01
1.254000000000000000e+03,4.573999999999999733e-01
1.256000000000000000e+03,4.551000000000000045e-01
1.258000000000000000e+03,4.532999999999999807e-01
1.260000000000000000e+03,4.530000000000000138e-01
1.262000000000000000e+03,4.496999999999999886e-01
1.264000000000000000e+03,4.477999999999999758e-01
1.266000000000000000e+03,4.466999999999999860e-01
1.268000000000000000e+03,4.416999999999999815e-01
1.270000000000000000e+03,4.452999999999999736e-01
1.272000000000000000e+03,4.451999999999999846e-01
1.274000000000000000e+03,4.430999999999999939e-01
1.276000000000000000e+03,4.450999999999999956e-01
1.278000000000000000e+03,4.440000000000000058e-01
1.280000000000000000e+03,4.355999999999999872e-01
1.282000000000000000e+03,4.013999999999999790e-01
1.284000000000000000e+03,4.259000000000000008e-01
1.286000000000000000e+03,4.328000000000000180e-01
1.288000000000000000e+03,4.314000000000000057e-01
1.290000000000000000e+03,4.254999999999999893e-01
1.292000000000000000e+03,4.254000000000000004e-01
1.294000000000000000e+03,4.223000000000000087e-01
1.296000000000000000e+03,4.223999999999999977e-01
1.298000000000000000e+03,4.183999999999999941e-01
1.300000000000000000e+03,4.186000000000000276e-01
1.302000000000000000e+03,4.138999999999999901e-01
1.304000000000000000e+03,4.111000000000000210e-01
1.306000000000000000e+03,4.136000000000000232e-01
1.308000000000000000e+03,4.122999999999999998e-01
1.310000000000000000e+03,4.106000000000000205e-01
1.312000000000000000e+03,4.032999999999999918e-01
1.314000000000000000e+03,4.022000000000000020e-01
1.316000000000000000e+03,3.978999999999999759e-01
1.318000000000000000e+03,4.017000000000000015e-01
1.320000000000000000e+03,4.016000000000000125e-01
1.322000000000000000e+03,3.986000000000000099e-01
1.324000000000000000e+03,3.981000000000000094e-01
1.326000000000000000e+03,3.948999999999999733e-01
1.328000000000000000e+03,3.907999999999999807e-01
1.330000000000000000e+03,3.877999999999999781e-01
1.332000000000000000e+03,3.862999999999999767e-01
1.334000000000000000e+03,3.891999999999999904e-01
1.336000000000000000e+03,3.865999999999999992e-01
1.338000000000000000e+03,3.831999999999999851e-01
1.340000000000000000e+03,3.790000000000000036e-01
1.342000000000000000e+03,3.805000000000000049e-01
1.344000000000000000e+03,3.798000000000000265e-01
1.346000000000000000e+03,3.771999999999999797e-01
1.348000000000000000e+03,3.765999999999999903e-01
1.350000000000000000e+03,3.724000000000000088e-01
1.352000000000000000e+03,3.741999999999999771e-01
1.354000000000000000e+03,3.721999999999999753e-01
1.356000000000000000e+03,3.674999999999999933e-01
1.358000000000000000e+03,3.688000000000000167e-01
1.360000000000000000e+03,3.673000000000000154e-01
1.362000000000000000e+03,3.677000000000000268e-01
1.364000000000000000e+03,3.657000000000000250e-01
1.366000000000000000e+03,3.657000000000000250e-01
1.368000000000000000e+03,3.628000000000000114e-01
1.370000000000000000e+03,3.598999999999999977e-01
1.372000000000000000e+03,3.620999999999999774e-01
1.374000000000000000e+03,3.610999999999999766e-01
1.376000000000000000e+03,3.561000000000000276e-01
1.378000000000000000e+03,3.579999999999999849e-01
1.380000000000000000e+03,3.578999999999999959e-01
1.382000000000000000e+03,3.544999999999999818e-01
1.384000000000000000e+03,3.547000000000000153e-01
1.386000000000000000e+03,3.532000000000000139e-01
1.388000000000000000e+03,3.529999999999999805e-01
1.390000000000000000e+03,3.506000000000000227e-01
1.392000000000000000e+03,3.513000000000000012e-01
1.394000000000000000e+03,3.487999999999999989e-01
1.396000000000000000e+03,3.487000000000000099e-01
1.398000000000000000e+03,3.492000000000000104e-01
1.400000000000000000e+03,3.427000000000000046e-01
1.402000000000000000e+03,3.438999999999999835e-01
1.404000000000000000e+03,3.427999999999999936e-01
1.406000000000000000e+03,3.431000000000000161e-01
1.408000000000000000e+03,3.427000000000000046e-01
1.410000000000000000e+03,3.417999999999999927e-01
1.412000000000000000e+03,3.347999999999999865e-01
1.414000000000000000e+03,3.377000000000000002e-01
1.416000000000000000e+03,3.385000000000000231e-01
1.418000000000000000e+03,3.386000000000000121e-01
1.420000000000000000e+03,3.356999999999999984e-01
1.422000000000000000e+03,3.315000000000000169e-01
1.424000000000000000e+03,3.311000000000000054e-01
1.426000000000000000e+03,3.281000000000000028e-01
1.428000000000000000e+03,3.285000000000000142e-01
1.430000000000000000e+03,3.256999999999999895e-01
1.432000000000000000e+03,3.300000000000000155e-01
1.434000000000000000e+03,3.284000000000000252e-01
1.436000000000000000e+03,3.285000000000000142e-01
1.438000000000000000e+03,3.282999999999999807e-01
1.440000000000000000e+03,3.187999999999999723e-01
1.442000000000000000e+03,3.185999999999999943e-01
1.444000000000000000e+03,3.196999999999999842e-01
1.446000000000000000e+03,3.215999999999999970e-01
1.448000000000000000e+03,3.215999999999999970e-01
1.450000000000000000e+03,3.186999999999999833e-01
1.452000000000000000e+03,3.154000000000000137e-01
1.454000000000000000e+03,3.143000000000000238e-01
1.456000000000000000e+03,3.130999999999999894e-01
1.458000000000000000e+03,3.166999999999999815e-01
1.460000000000000000e+03,3.155999999999999917e-01
1.462000000000000000e+03,3.120999999999999885e-01
1.464000000000000000e+03,3.104999999999999982e-01
1.466000000000000000e+03,3.108000000000000207e-01
1.468000000000000000e+03,3.114000000000000101e-01
1.470000000000000000e+03,3.101999999999999758e-01
1.472000000000000000e+03,3.073000000000000176e-01
1.474000000000000000e+03,3.034000000000000030e-01
1.476000000000000000e+03,3.048000000000000154e-01
1.478000000000000000e+03,3.044000000000000039e-01
1.480000000000000000e+03,3.068000000000000171e-01
1.482000000000000000e+03,3.044000000000000039e-01
1.484000000000000000e+03,3.039000000000000035e-01
1.486000000000000000e+03,3.033000000000000140e-01
1.488000000000000000e+03,2.854999999999999760e-01
1.490000000000000000e+03,3.014999999999999902e-01
1.492000000000000000e+03,3.018000000000000127e-01
1.494000000000000000e+03,3.033000000000000140e-01
1.496000000000000000e+03,2.972000000000000197e-01
1.498000000000000000e+03,2.993999999999999995e-01
1.500000000000000000e+03,3.010999999999999788e-01
1.502000000000000000e+03,2.923999999999999932e-01
1.504000000000000000e+03,2.798999999999999821e-01
1.506000000000000000e+03,2.847999999999999976e-01
1.508000000000000000e+03,2.918999999999999928e-01
1.510000000000000000e+03,2.947000000000000175e-01
1.512000000000000000e+03,2.913000000000000034e-01
1.514000000000000000e+03,2.883000000000000007e-01
1.516000000000000000e+03,2.882000000000000117e-01
1.518000000000000000e+03,2.883999999999999897e-01
1.520000000000000000e+03,2.866000000000000214e-01
1.522000000000000000e+03,2.823999999999999844e-01
1.524000000000000000e+03,2.834999999999999742e-01
1.526000000000000000e+03,2.846000000000000196e-01
1.528000000000000000e+03,2.846000000000000196e-01
1.530000000000000000e+03,2.765000000000000235e-01
1.532000000000000000e+03,2.822999999999999954e-01
1.534000000000000000e+03,2.783999999999999808e-01
1.536000000000000000e+03,2.806000000000000161e-01
1.538000000000000000e+03,2.772999999999999909e-01
1.540000000000000000e+03,2.730000000000000204e-01
1.542000000000000000e+03,2.752999999999999892e-01
1.544000000000000000e+03,2.777999999999999914e-01
1.546000000000000000e+03,2.772000000000000020e-01
1.548000000000000000e+03,2.711000000000000076e-01
1.550000000000000000e+03,2.712999999999999856e-01
1.552000000000000000e+03,2.731000000000000094e-01
1.554000000000000000e+03,2.676000000000000045e-01
1.556000000000000000e+03,2.671000000000000041e-01
1.558000000000000000e+03,2.688999999999999724e-01
1.560000000000000000e+03,2.682999999999999829e-01
1.562000000000000000e+03,2.696999999999999953e-01
1.564000000000000000e+03,2.669000000000000261e-01
1.566000000000000000e+03,2.654000000000000248e-01
1.568000000000000000e+03,2.632999999999999785e-01
1.570000000000000000e+03,2.645000000000000129e-01
1.572000000000000000e+03,2.672999999999999821e-01
1.574000000000000000e+03,2.610000000000000098e-01
1.576000000000000000e+03,2.535999999999999921e-01
1.578000000000000000e+03,2.546999999999999820e-01
1.580000000000000000e+03,2.650000000000000133e-01
1.582000000000000000e+03,2.590000000000000080e-01
1.584000000000000000e+03,2.590999999999999970e-01
1.586000000000000000e+03,2.599000000000000199e-01
1.588000000000000000e+03,2.489999999999999991e-01
1.590000000000000000e+03,2.404999999999999916e-01
1.592000000000000000e+03,2.525999999999999912e-01
1.594000000000000000e+03,2.582999999999999741e-01
1.596000000000000000e+03,2.505999999999999894e-01
1.598000000000000000e+03,2.545000000000000040e-01
1.600000000000000000e+03,2.511999999999999789e-01
1.602000000000000000e+03,2.489000000000000101e-01
1.604000000000000000e+03,2.497000000000000053e-01
1.606000000000000000e+03,2.477000000000000035e-01
1.608000000000000000e+03,2.490999999999999881e-01
1.610000000000000000e+03,2.399999999999999911e-01
1.612000000000000000e+03,2.429999999999999938e-01
1.614000000000000000e+03,2.449000000000000066e-01
1.616000000000000000e+03,2.373999999999999999e-01
1.618000000000000000e+03,2.422999999999999876e-01
1.620000000000000000e+03,2.368999999999999995e-01
1.622000000000000000e+03,2.383000000000000118e-01
1.624000000000000000e+03,2.416000000000000092e-01
1.626000000000000000e+03,2.401999999999999968e-01
1.628000000000000000e+03,2.417999999999999872e-01
1.630000000000000000e+03,2.393000000000000127e-01
1.632000000000000000e+03,2.386999999999999955e-01
1.634000000000000000e+03,2.358999999999999986e-01
1.636000000000000000e+03,2.356999999999999929e-01
1.638000000000000000e+03,2.273999999999999910e-01
1.640000000000000000e+03,2.262000000000000122e-01
1.642000000000000000e+03,2.265999999999999959e-01
1.644000000000000000e+03,2.278000000000000025e-01
1.646000000000000000e+03,2.293999999999999928e-01
1.648000000000000000e+03,2.291999999999999871e-01
1.650000000000000000e+03,2.272000000000000131e-01
1.652000000000000000e+03,2.268000000000000016e-01
1.654000000000000000e+03,2.262000000000000122e-01
1.656000000000000000e+03,2.260000000000000064e-01
1.658000000000000000e+03,2.252000000000000113e-01
1.660000000000000000e+03,2.245000000000000051e-01
1.662000000000000000e+03,2.245999999999999941e-01
1.664000000000000000e+03,2.227000000000000091e-01
1.666000000000000000e+03,2.212000000000000077e-01
1.668000000000000000e+03,2.192999999999999949e-01
1.670000000000000000e+03,2.225000000000000033e-01
1.672000000000000000e+03,2.172999999999999932e-01
1.674000000000000000e+03,2.192999999999999949e-01
1.676000000000000000e+03,2.160999999999999865e-01
1.678000000000000000e+03,2.167999999999999927e-01
1.680000000000000000e+03,2.079999999999999905e-01
1.682000000000000000e+03,2.053999999999999992e-01
1.684000000000000000e+03,2.129000000000000059e-01
1.686000000000000000e+03,2.131000000000000116e-01
1.688000000000000000e+03,2.119999999999999940e-01
1.690000000000000000e+03,2.104999999999999927e-01
1.692000000000000000e+03,2.122999999999999887e-01
1.694000000000000000e+03,2.111999999999999988e-01
1.696000000000000000e+03,2.099999999999999922e-01
1.698000000000000000e+03,2.089000000000000024e-01
1.700000000000000000e+03,2.063000000000000111e-01
1.702000000000000000e+03,2.046999999999999931e-01
1.704000000000000000e+03,2.051999999999999935e-01
1.706000000000000000e+03,2.049999999999999878e-01
1.708000000000000000e+03,2.016999999999999904e-01
1.710000000000000000e+03,2.013000000000000067e-01
1.712000000000000000e+03,1.981999999999999873e-01
1.714000000000000000e+03,2.036999999999999922e-01
1.716000000000000000e+03,2.021999999999999909e-01
1.718000000000000000e+03,2.010000000000000120e-01
1.720000000000000000e+03,1.993000000000000049e-01
1.722000000000000000e+03,1.975000000000000089e-01
1.724000000000000000e+03,1.953999999999999904e-01
1.726000000000000000e+03,1.981999999999999873e-01
1.728000000000000000e+03,1.970999999999999974e-01
1.730000000000000000e+03,1.983999999999999930e-01
1.732000000000000000e+03,1.935999999999999943e-01
1.734000000000000000e+03,1.874000000000000110e-01
1.736000000000000000e+03,1.827000000000000013e-01
1.738000000000000000e+03,1.862999999999999934e-01
1.740000000000000000e+03,1.905000000000000027e-01
1.742000000000000000e+03,1.902000000000000079e-01
1.744000000000000000e+03,1.907000000000000084e-01
1.746000000000000000e+03,1.867000000000000048e-01
1.748000000000000000e+03,1.872000000000000053e-01
1.750000000000000000e+03,1.857999999999999929e-01
1.752000000000000000e+03,1.849999999999999978e-01
1.754000000000000000e+03,1.855999999999999872e-01
1.756000000000000000e+03,1.849000000000000088e-01
1.758000000000000000e+03,1.842999999999999916e-01
1.760000000000000000e+03,1.831000000000000127e-01
1.762000000000000000e+03,1.792999999999999872e-01
1.764000000000000000e+03,1.806999999999999995e-01
1.766000000000000000e+03,1.817000000000000004e-01
1.768000000000000000e+03,1.801999999999999991e-01
1.770000000000000000e+03,1.791000000000000092e-01
1.772000000000000000e+03,1.794000000000000039e-01
1.774000000000000000e+03,1.791999999999999982e-01
1.776000000000000000e+03,1.763000000000000123e-01
1.778000000000000000e+03,1.746999999999999942e-01
1.780000000000000000e+03,1.756000000000000061e-01
1.782000000000000000e+03,1.746999999999999942e-01
1.784000000000000000e+03,1.734999999999999876e-01
1.786000000000000000e+03,1.738999999999999990e-01
1.788000000000000000e+03,1.746999999999999942e-01
1.790000000000000000e+03,1.733000000000000096e-01
1.792000000000000000e+03,1.721000000000000030e-01
1.794000000000000000e+03,1.708999999999999964e-01
1.796000000000000000e+03,1.706000000000000016e-01
1.798000000000000000e+03,1.703000000000000069e-01
1.800000000000000000e+03,1.698999999999999955e-01
1.802000000000000000e+03,1.671999999999999875e-01
1.804000000000000000e+03,1.688000000000000056e-01
1.806000000000000000e+03,1.688000000000000056e-01
1.808000000000000000e+03,1.685000000000000109e-01
1.810000000000000000e+03,1.685999999999999999e-01
1.812000000000000000e+03,1.675000000000000100e-01
1.814000000000000000e+03,1.658000000000000029e-01
1.816000000000000000e+03,1.605000000000000038e-01
1.818000000000000000e+03,1.519999999999999962e-01
1.820000000000000000e+03,1.595999999999999919e-01
1.822000000000000000e+03,1.597999999999999976e-01
1.824000000000000000e+03,1.623999999999999888e-01
1.826000000000000000e+03,1.628000000000000003e-01
1.828000000000000000e+03,1.610999999999999932e-01
1.830000000000000000e+03,1.605999999999999928e-01
1.832000000000000000e+03,1.592999999999999972e-01
1.834000000000000000e+03,1.585000000000000020e-01
1.836000000000000000e+03,1.580999999999999905e-01
1.838000000000000000e+03,1.562000000000000055e-01
1.840000000000000000e+03,1.562000000000000055e-01
1.842000000000000000e+03,1.539999999999999980e-01
1.844000000000000000e+03,1.540999999999999870e-01
1.846000000000000000e+03,1.534999999999999976e-01
1.848000000000000000e+03,1.509999999999999953e-01
1.850000000000000000e+03,1.545999999999999874e-01
1.852000000000000000e+03,1.534000000000000086e-01
1.854000000000000000e+03,1.524999999999999967e-01
1.856000000000000000e+03,1.509000000000000064e-01
1.858000000000000000e+03,1.524999999999999967e-01
1.860000000000000000e+03,1.502999999999999892e-01
1.862000000000000000e+03,1.504000000000000059e-01
1.864000000000000000e+03,1.509000000000000064e-01
1.866000000000000000e+03,1.494000000000000050e-01
1.868000000000000000e+03,1.491999999999999993e-01
1.870000000000000000e+03,1.507999999999999896e-01
1.872000000000000000e+03,1.472999999999999865e-01
1.874000000000000000e+03,1.401000000000000023e-01
1.876000000000000000e+03,1.298999999999999877e-01
1.878000000000000000e+03,1.441000000000000059e-01
1.880000000000000000e+03,1.461999999999999966e-01
1.882000000000000000e+03,1.474000000000000032e-01
1.884000000000000000e+03,1.464000000000000024e-01
1.886000000000000000e+03,1.439000000000000001e-01
1.888000000000000000e+03,1.453000000000000125e-01
1.890000000000000000e+03,1.423999999999999988e-01
1.892000000000000000e+03,1.408000000000000085e-01
1.894000000000000000e+03,1.396000000000000019e-01
1.896000000000000000e+03,1.373000000000000054e-01
1.898000000000000000e+03,1.390000000000000124e-01
1.900000000000000000e+03,1.396999999999999909e-01
1.902000000000000000e+03,1.408999999999999975e-01
1.904000000000000000e+03,1.386000000000000010e-01
1.906000000000000000e+03,1.390000000000000124e-01
1.908000000000000000e+03,1.376999999999999891e-01
1.910000000000000000e+03,1.378000000000000058e-01
1.912000000000000000e+03,1.353999999999999926e-01
1.914000000000000000e+03,1.370000000000000107e-01
1.916000000000000000e+03,1.360000000000000098e-01
1.918000000000000000e+03,1.353000000000000036e-01
1.920000000000000000e+03,1.333000000000000018e-01
1.922000000000000000e+03,1.350000000000000089e-01
1.924000000000000000e+03,1.340999999999999970e-01
1.926000000000000000e+03,1.343999999999999917e-01
